Year,Month,Company,Standard_Company,Category,Segment,Sub-Segment,1,2,3
2024,November,Piaggio Vehicles Pvt Ltd (RSV4 Factory),Piaggio Vehicles Pvt (Rsv4 Factory),Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B11,0.0,0.0,0.0
2024,November,Suzuki Motorcycle India Pvt Ltd (Hayabusa),Suzuki Motorcycle India Pvt (Hayabusa),Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B11,57.0,57.0,0.0
2024,November,"Triumph Motorcycles India Pvt Ltd (Boneville Bobber,Boneville Speedmaster,Boneville T120,Scrambler 1200,Speed Triple,Speed Twin,Tiger 1200)","Triumph Motorcycles India Pvt (Boneville Bobber,Boneville Speedmaster,Boneville T120,Scrambler 1200,Speed Triple,Speed Twin,Tiger 1200)",Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B11,0.0,13.0,0.0
2024,November,Total B11,Total B11,Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B11,57.0,95.0,0.0
2024,November,"Hero MotoCorp Ltd (Fat Bob,Fat Boy 107,Fat Boy 114,Heritage Classic,Road Glide,Roadking,Standard,Street Glide)","Hero Motocorp (Fat Bob,Fat Boy 107,Fat Boy 114,Heritage Classic,Road Glide,Roadking,Standard,Street Glide)",Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B12,0.0,17.0,0.0
2024,November,Honda Motorcycle & Scooter India Pvt Ltd (GL1800),Honda Motorcycle & Scooter India Pvt (Gl1800),Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B12,6.0,0.0,0.0
2024,November,Triumph Motorcycles India Pvt Ltd (Rocket III),Triumph Motorcycles India Pvt (Rocket Iii),Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B12,0.0,3.0,0.0
2024,November,Total B12,Total B12,Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B12,6.0,20.0,0.0
2024,November,Total Motorcycles,Total Motorcycles,Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B12,1312717.0,990246.0,316425.0
2024,November,"C:Moped: More than 75 CC to 100 CC and with fixed transmission Ratio, Big wheel size – more than 12”","C:Moped: More Than 75 Cc To 100 Cc And With Fixed Transmission Ratio, Big Wheel Size – More Than 12”",Two Wheelers,Motorcycles: Big wheel size – more than 12”.,B12,,,
2024,November,TVS Motor Company Ltd (TVS XL),Tvs Motor Company (Tvs Xl),Two Wheelers,Motorcycles: Big wheel size – more than 12”.,C1,47122.0,45923.0,768.0
2024,November,Total Mopeds,Total Mopeds,Two Wheelers,Motorcycles: Big wheel size – more than 12”.,C1,47122.0,45923.0,768.0
2024,November,Total Two Wheelers,Total Two Wheelers,Two Wheelers,Motorcycles: Big wheel size – more than 12”.,C1,1978009.0,1604749.0,362157.0
2024,October,JSW MG Motor India Pvt Ltd (Comet EV),Jsw Mg Motor India Pvt (Comet Ev),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Micro,,,0.0
2024,October,Total Micro,Total Micro,Passenger Vehicles,Passenger Cars - Upto 5 Seats,Micro,0.0,0.0,0.0
2024,October,"Maruti Suzuki India Ltd (Alto,Spresso)","Maruti Suzuki India (Alto,Spresso)",Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mini,12787.0,10687.0,1837.0
2024,October,Renault India Pvt Ltd (Kwid),Renault India Pvt (Kwid),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mini,1185.0,706.0,0.0
2024,October,Total Mini,Total Mini,Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mini,13972.0,11393.0,1837.0
2024,October,Honda Cars India Ltd (Amaze),Honda Cars India (Amaze),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Compact,3212.0,2393.0,1.0
2024,October,"Hyundai Motor India Ltd (Aura,Grand i10,i20,Xcent)","Hyundai Motor India (Aura,Grand I10,I20,Xcent)",Passenger Vehicles,Passenger Cars - Upto 5 Seats,Compact,18495.0,16394.0,7392.0
2024,October,"Maruti Suzuki India Ltd (OEM Model#,Baleno,Celerio,Dzire,Ignis,Swift,WagonR)","Maruti Suzuki India (Oem Model#,Baleno,Celerio,Dzire,Ignis,Swift,Wagonr)",Passenger Vehicles,Passenger Cars - Upto 5 Seats,Compact,75007.0,65948.0,13927.0
2024,October,"Tata Motors Ltd* (Altroz,Tiago,Tigor)","Tata Motors* (Altroz,Tiago,Tigor)",Passenger Vehicles,Passenger Cars - Upto 5 Seats,Compact,,,
2024,October,Toyota Kirloskar Motor Pvt Ltd (Glanza),Toyota Kirloskar Motor Pvt (Glanza),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Compact,0.0,4273.0,0.0
2024,October,Total Compact,Total Compact,Passenger Vehicles,Passenger Cars - Upto 5 Seats,Compact,96714.0,89008.0,21320.0
2024,October,Honda Cars India Ltd (City),Honda Cars India (City),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mid-Size,1138.0,1004.0,378.0
2024,October,Hyundai Motor India Ltd (Verna),Hyundai Motor India (Verna),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mid-Size,5305.0,1272.0,4641.0
2024,October,Maruti Suzuki India Ltd (Ciaz),Maruti Suzuki India (Ciaz),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mid-Size,1380.0,659.0,917.0
2024,October,Nissan Motor India Pvt Ltd (Sunny),Nissan Motor India Pvt (Sunny),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mid-Size,5157.0,0.0,2441.0
2024,October,Volkswagen India Pvt Ltd (Virtus),Volkswagen India Pvt (Virtus),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mid-Size,2820.0,2351.0,0.0
2024,October,Total Mid-Size,Total Mid-Size,Passenger Vehicles,Passenger Cars - Upto 5 Seats,Mid-Size,15800.0,5286.0,8377.0
2024,October,SkodaAuto India Pvt Ltd (Slavia),Skodaauto India Pvt (Slavia),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Executive,1458.0,1637.0,0.0
2024,October,Total Executive,Total Executive,Passenger Vehicles,Passenger Cars - Upto 5 Seats,Executive,1458.0,1637.0,0.0
2024,October,SkodaAuto India Pvt Ltd (Superb),Skodaauto India Pvt (Superb),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Premium,0.0,20.0,0.0
2024,October,Toyota Kirloskar Motor Pvt Ltd (Camry),Toyota Kirloskar Motor Pvt (Camry),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Premium,153.0,176.0,0.0
2024,October,Total Premium,Total Premium,Passenger Vehicles,Passenger Cars - Upto 5 Seats,Premium,153.0,196.0,0.0
2024,October,Hyundai Motor India Ltd (Other),Hyundai Motor India (Other),Passenger Vehicles,Passenger Cars - Upto 5 Seats,Luxury,0.0,0.0,0.0
2024,October,Total Luxury,Total Luxury,Passenger Vehicles,Passenger Cars - Upto 5 Seats,Luxury,0.0,0.0,0.0
2024,October,Total Passenger Cars,Total Passenger Cars,Passenger Vehicles,Passenger Cars - Upto 5 Seats,Luxury,128097.0,107520.0,31534.0
2024,October,Honda Cars India Ltd (WR-V),Honda Cars India (Wr-V),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,0.0,0.0,0.0
2024,October,"Hyundai Motor India Ltd (Exter,Venue)","Hyundai Motor India (Exter,Venue)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,15764.0,18028.0,1420.0
2024,October,Kia India Pvt Ltd (Sonet),Kia India Pvt (Sonet),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,10779.0,9699.0,1427.0
2024,October,"Mahindra & Mahindra Ltd (Bolero,Kuv100,Thar,XUV 3XO,Xuv300,XUV400)","Mahindra & Mahindra (Bolero,Kuv100,Thar,Xuv 3Xo,Xuv300,Xuv400)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,20881.0,22716.0,731.0
2024,October,"Maruti Suzuki India Ltd (OEM Model#,Brezza,Fronx,Jimny)","Maruti Suzuki India (Oem Model#,Brezza,Fronx,Jimny)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,48563.0,34195.0,12943.0
2024,October,Nissan Motor India Pvt Ltd (Magnite),Nissan Motor India Pvt (Magnite),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,5169.0,3119.0,8.0
2024,October,"PCA Motors Pvt. Ltd (C3,EC3)","Pca Motors Pvt. (C3,Ec3)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,258.0,389.0,547.0
2024,October,"Renault India Pvt Ltd (Kiger,Triber)","Renault India Pvt (Kiger,Triber)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,2241.0,3164.0,25.0
2024,October,"Tata Motors Ltd* (Nexon,Punch)","Tata Motors* (Nexon,Punch)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,,,
2024,October,Toyota Kirloskar Motor Pvt Ltd (Urban Cruiser Taisor),Toyota Kirloskar Motor Pvt (Urban Cruiser Taisor),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,0.0,3092.0,0.0
2024,October,Total UVC,Total Uvc,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UVC,103655.0,94402.0,17101.0
2024,October,"Force Motors Ltd (Gurkha,Trax)","Force Motors (Gurkha,Trax)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,0.0,52.0,0.0
2024,October,Honda Cars India Ltd (Elevate),Honda Cars India (Elevate),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,2701.0,2149.0,4155.0
2024,October,Hyundai Motor India Ltd (Creta),Hyundai Motor India (Creta),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,16757.0,17497.0,654.0
2024,October,JSW MG Motor India Pvt Ltd (Astor),Jsw Mg Motor India Pvt (Astor),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,633.0,767.0,0.0
2024,October,Kia India Pvt Ltd (Seltos),Kia India Pvt (Seltos),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,5856.0,6365.0,179.0
2024,October,"Maruti Suzuki India Ltd (OEM Model#,Ertiga,Grand Vitara)","Maruti Suzuki India (Oem Model#,Ertiga,Grand Vitara)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,20872.0,32868.0,2279.0
2024,October,Nissan Motor India Pvt Ltd (Kicks),Nissan Motor India Pvt (Kicks),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,0.0,0.0,0.0
2024,October,"PCA Motors Pvt. Ltd (Basalt,C3 Aircross)","Pca Motors Pvt. (Basalt,C3 Aircross)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,459.0,324.0,259.0
2024,October,SkodaAuto India Pvt Ltd (Kushaq),Skodaauto India Pvt (Kushaq),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,1823.0,2213.0,116.0
2024,October,Tata Motors Ltd* (Curvv),Tata Motors* (Curvv),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,,,0.0
2024,October,"Toyota Kirloskar Motor Pvt Ltd (Model Manufactured for the sale to other OE,Rumion,Urban Cruiser HyRyder)","Toyota Kirloskar Motor Pvt (Model Manufactured For The Sale To Other Oe,Rumion,Urban Cruiser Hyryder)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,17430.0,7618.0,2707.0
2024,October,Volkswagen India Pvt Ltd (Taigun),Volkswagen India Pvt (Taigun),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,1936.0,2028.0,0.0
2024,October,Total UV1,Total Uv1,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV1,68467.0,71881.0,10349.0
2024,October,Hyundai Motor India Ltd (Alcazar),Hyundai Motor India (Alcazar),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV2,2236.0,2204.0,403.0
2024,October,JSW MG Motor India Pvt Ltd (Hector),Jsw Mg Motor India Pvt (Hector),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV2,998.0,1224.0,0.0
2024,October,Kia India Pvt Ltd (Carens),Kia India Pvt (Carens),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV2,6667.0,6384.0,436.0
2024,October,"Mahindra & Mahindra Ltd (Bolero Neo Plus,Marazzo,Scorpio,Thar Roxx,Xuv700)","Mahindra & Mahindra (Bolero Neo Plus,Marazzo,Scorpio,Thar Roxx,Xuv700)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV2,30264.0,31788.0,336.0
2024,October,Maruti Suzuki India Ltd (XL6),Maruti Suzuki India (Xl6),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV2,2904.0,3285.0,46.0
2024,October,"Tata Motors Ltd* (Harrier,Safari)","Tata Motors* (Harrier,Safari)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV2,,,
2024,October,Total UV2,Total Uv2,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV2,43069.0,44885.0,1221.0
2024,October,Force Motors Ltd (Trax),Force Motors (Trax),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV3,84.0,118.0,0.0
2024,October,"Isuzu Motors India Pvt Ltd (Hi-Lander,V-Cross)","Isuzu Motors India Pvt (Hi-Lander,V-Cross)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV3,0.0,0.0,0.0
2024,October,"Toyota Kirloskar Motor Pvt Ltd (Innova Crysta,Innova HyCross)","Toyota Kirloskar Motor Pvt (Innova Crysta,Innova Hycross)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV3,7334.0,8838.0,0.0
2024,October,Total UV3,Total Uv3,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV3,7418.0,8956.0,0.0
2024,October,FCA India Automobiles Pvt Ltd (Jeep Compass),Fca India Automobiles Pvt (Jeep Compass),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,344.0,236.0,73.0
2024,October,Force Motors Ltd (Gurkha),Force Motors (Gurkha),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,0.0,0.0,0.0
2024,October,"Hyundai Motor India Ltd (Kona,Tucson)","Hyundai Motor India (Kona,Tucson)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,100.0,141.0,0.0
2024,October,"Isuzu Motors India Pvt Ltd (Hi-Lander,V-Cross)","Isuzu Motors India Pvt (Hi-Lander,V-Cross)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,0.0,22.0,0.0
2024,October,JSW MG Motor India Pvt Ltd (ZS EV),Jsw Mg Motor India Pvt (Zs Ev),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,0.0,0.0,0.0
2024,October,Maruti Suzuki India Ltd (Invicto),Maruti Suzuki India (Invicto),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,0.0,296.0,0.0
2024,October,PCA Motors Pvt. Ltd (C5 Aircross),Pca Motors Pvt. (C5 Aircross),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,0.0,4.0,0.0
2024,October,Toyota Kirloskar Motor Pvt Ltd (Model Manufactured for the sale to other OE),Toyota Kirloskar Motor Pvt (Model Manufactured For The Sale To Other Oe),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,204.0,0.0,0.0
2024,October,Total UV4,Total Uv4,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV4,648.0,699.0,73.0
2024,October,FCA India Automobiles Pvt Ltd (Jeep Meridian),Fca India Automobiles Pvt (Jeep Meridian),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,363.0,188.0,135.0
2024,October,Hyundai Motor India Ltd (Ioniq5),Hyundai Motor India (Ioniq5),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,26.0,32.0,0.0
2024,October,Isuzu Motors India Pvt Ltd (MU-X),Isuzu Motors India Pvt (Mu-X),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,15.0,2.0,0.0
2024,October,JSW MG Motor India Pvt Ltd (Gloster),Jsw Mg Motor India Pvt (Gloster),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,153.0,176.0,0.0
2024,October,"Kia India Pvt Ltd (Carnival,EV6)","Kia India Pvt (Carnival,Ev6)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,300.0,305.0,0.0
2024,October,SkodaAuto India Pvt Ltd (Kodiaq),Skodaauto India Pvt (Kodiaq),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,0.0,209.0,0.0
2024,October,"Toyota Kirloskar Motor Pvt Ltd (Fortuner,Hilux,Land Cruiser,Vellfire)","Toyota Kirloskar Motor Pvt (Fortuner,Hilux,Land Cruiser,Vellfire)",Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,2810.0,4120.0,0.0
2024,October,Volkswagen India Pvt Ltd (Tiguan),Volkswagen India Pvt (Tiguan),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,0.0,79.0,0.0
2024,October,Total UV5,Total Uv5,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,3667.0,5111.0,135.0
2024,October,Total Utility Vehicles,Total Utility Vehicles,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,226924.0,225934.0,28879.0
2024,October,C :Vans ; Generally 1 or 1.5 box; seats upto 5 to 10,C :Vans ; Generally 1 Or 1.5 Box; Seats Upto 5 To 10,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,UV5,,,
2024,October,Mahindra & Mahindra Ltd (Maxximo),Mahindra & Mahindra (Maxximo),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V1,15.0,0.0,39.0
2024,October,Maruti Suzuki India Ltd (Eeco),Maruti Suzuki India (Eeco),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V1,12149.0,11653.0,1078.0
2024,October,Tata Motors Ltd* (Magic Express),Tata Motors* (Magic Express),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V1,,,
2024,October,Total V1,Total V1,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V1,12164.0,11653.0,1117.0
2024,October,Mahindra & Mahindra Ltd (Supro),Mahindra & Mahindra (Supro),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V2,0.0,0.0,0.0
2024,October,Tata Motors Ltd* (Magic Iris),Tata Motors* (Magic Iris),Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V2,,,
2024,October,Total V2,Total V2,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V2,0.0,0.0,0.0
2024,October,Total Vans,Total Vans,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V2,12164.0,11653.0,1117.0
2024,October,Total Passenger Vehicles,Total Passenger Vehicles,Passenger Vehicles,Utility Vehicles/ Sports Utility Vehicles; 4x2 or 4x4 offroad capability ; Generally ladder on frame ; 2 box ; 5 Seats or more but upto 10 Seats.,V2,367185.0,345107.0,61530.0
2024,October,"Atul Auto Ltd (Atul Gem,Atul Gemini,Atul Mobili,Atul Rik,Atul Rik + 3P ,Atul Rik 3P 200,Rik)","Atul Auto (Atul Gem,Atul Gemini,Atul Mobili,Atul Rik,Atul Rik + 3P ,Atul Rik 3P 200,Rik)",Three Wheelers,Passenger Carrier,A1,708.0,447.0,490.0
2024,October,"Bajaj Auto Ltd (Maxima,RE)","Bajaj Auto (Maxima,Re)",Three Wheelers,Passenger Carrier,A1,60933.0,42047.0,16421.0
2024,October,Continental Engines Pvt Ltd (Baxy Express Passenger),Continental Engines Pvt (Baxy Express Passenger),Three Wheelers,Passenger Carrier,A1,182.0,197.0,0.0
2024,October,"Mahindra & Mahindra Ltd (Alfa,Treo)","Mahindra & Mahindra (Alfa,Treo)",Three Wheelers,Passenger Carrier,A1,7370.0,7417.0,72.0
2024,October,"Piaggio Vehicles Pvt Ltd (Ape Auto,Ape City)","Piaggio Vehicles Pvt (Ape Auto,Ape City)",Three Wheelers,Passenger Carrier,A1,8845.0,8125.0,1087.0
2024,October,TI Clean Mobility Pvt Ltd (L5M),Ti Clean Mobility Pvt (L5M),Three Wheelers,Passenger Carrier,A1,671.0,804.0,0.0
2024,October,"TVS Motor Company Ltd (TVS King 4S,TVS King Electric)","Tvs Motor Company (Tvs King 4S,Tvs King Electric)",Three Wheelers,Passenger Carrier,A1,10495.0,2788.0,8038.0
2024,October,Total A1,Total A1,Three Wheelers,Passenger Carrier,A1,89204.0,61825.0,26108.0
2024,October,"Atul Auto Ltd (Atul Gem,Gemi Paxx)","Atul Auto (Atul Gem,Gemi Paxx)",Three Wheelers,Passenger Carrier,A2,832.0,706.0,0.0
